Product Title,Product URL,Date Scraped,Effective width,Surface,Inside material,Supply Ability,Flame Retardant Rating,After-sale Service,Type,Feeding width,Metal Sheet,compressor brand,Thickness,Port,Engineering Solution Capability,Temperature Range,Delivery Time,feature,Color,Polyurethane,Design style,Thickness of Panel,Operate style,Brand Name,Panel Material,Video outgoing-inspection,Advantage,Function,Heat Deflection Temperature,MOQ,Surface material,Stone Name,Gross weight of each item,Steel zinc range,Colors,Packing,Compressive strength,Elongation At Break,voltage,Width,Outer Steel Plate,Door type,Control system,Density of core,Certificate,Tile Type,Door Material,place of origin,Steel thickness,Thermal Conductivity,Warranty,Cover steel,Core density,Aluminum Thickness,Core Thickness,Roller material,Certification,Thermal Penetration Rate,Core material,Rolling thinckness,Machinery Test Report,Connection type,Plate Width,Weight,After-sales Service Provided,Suitable to process,Steel sheet,Outside material,Color:,Selling Units:,Weight (KG),power,temperature Range,video outgoing-inspection,Panel Thickness,STEEL THICKNESS,Opening direction,Features,Percentage Of Close Area,machinery test report,Length,Surface Layer,Package,Product name,Surface Finishing,Single gross weight:,Raw Material,Single package size:,Metal Sheet Thickness,Thickness Of Steel Plate,Water Absorption,Feature,Steel Color,Shape,Guarantee,Outstanding Features,warranty,Thickness Of Wood Plates,Formaldehyde Emission Standards,Structure,dimension(l*w*h),key selling points,Surface Treatment,Frame,Project Solution Capability,Effective Width,Edge,Open Style,Sample,model number,Material,Connection,Samples,Fireproof,Core,Application,Water Absorption Rate,Fireproof Grade,Keywords,Design Style,Dimension(L*W*H),Core Components,eco-friendly,Opening Method,Stone Form,Packaging Details,Density,Shaft material,Thickness of Color Steel,Scope of application,core components,Dimensional Stability,Galvanized layer of steel plates,Key Selling Points,Main Material,Reinforced Material,Voltage,Position,Screen Netting Material,Panel Length,Model Number,Use,Place of Origin,Steel Thinckness,Coating,Dimension,Size,Main Component,Usage,Door Type,Panel thickness,brand name
N/A,https://www.alibaba.com/product-detail/Specializes-In-Customization-Foam-PU-Sandwich_1601264852234.html,2025-02-11 22:49:05,N/A,N/A,N/A,N/A,N/A,"Onsite Inspection, Onsite Training, Onsite Installation, Online technical support",N/A,N/A,N/A,N/A,50/75/100/120/150/mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Haike,metal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000/1120mm,Range is 0.3-0.6mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3 years,N/A,40-45kg/m3,N/A,N/A,N/A,N/A,N/A,Polyurethane,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Customized, less than 11.8m",N/A,N/A,PU/Polyurethane Sandwich Panels,N/A,1.000 kg,N/A,20X20X20 cm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"graphic design, 3D model design, total solution for projects, Cross Categories Consolidation",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Office Building,N/A,N/A,N/A,Modern,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Chongqing, China",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Insulated-Cold-Storage-Sandwich-Panel-Price_1601243848269.html?s=p,2025-02-11 22:49:18,N/A,N/A,Polyurethane or rock wool,N/A,N/A,N/A,N/A,N/A,N/A,Copeland,N/A,N/A,N/A,N/A,N/A,Container,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,220 /380 /400V,N/A,N/A,Sliding / Swing / Hinged Door,N/A,N/A,N/A,N/A,N/A,"Shanghai, China",N/A,N/A,one year,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Overseas service center available,N/A,N/A,Color steel or stainless steel,N/A,Single item,43,10W,N/A,Provided,N/A,N/A,N/A,N/A,N/A,Provided,N/A,N/A,N/A,Cold room pu sandwich panel,N/A,43.000 kg,N/A,590X122X10 cm,N/A,N/A,N/A,Insulation,N/A,N/A,N/A,N/A,1 Year,N/A,N/A,N/A,2.4*2.4*2.4 m / customized,Competitive Price,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BP-041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.426/0.5/0.6/0.8mm,N/A,"Pressure vessel, motor, Bearing, Gear, Gearbox, PLC, Pump, Engine, Other",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cold room / cold storage,N/A,100/150/200 mm,BEIS
interior decorative wall pu culture feather stone 3d wall panel pu stone panels,https://www.alibaba.com/product-detail/interior-decorative-wall-pu-culture-feather_1601076389106.html,2025-02-11 22:50:31,N/A,N/A,N/A,N/A,N/A,"Online technical support, Other",N/A,N/A,N/A,N/A,25mm,N/A,N/A,N/A,N/A,N/A,"white, black, gray, cream, beige, or customized",N/A,N/A,N/A,N/A,BANGTUO,N/A,N/A,N/A,N/A,N/A,100 Piece,N/A,PU feather stone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,More than 5 years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Carton,N/A,N/A,0.500 kg,N/A,30X13X2.5 cm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"lightweight, fast installation, fireproof, waterproof, strong",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"total solution for projects, Others",N/A,N/A,N/A,Samples Offered Freely,N/A,Polyurethane PU Material,N/A,N/A,B2,N/A,Indoor and outdoor decoration,N/A,N/A,N/A,Modern,N/A,N/A,N/A,N/A,Big Slab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300*133mm,N/A,"Shandong, China",N/A,N/A,N/A,300*133mm,N/A,N/A,N/A,N/A,N/A
High Quality Cold Storage Panels Warehouse Insulation 50mm Puff Panels Insulation Sandwich Panels Available at Wholesale Price,https://www.alibaba.com/product-detail/High-Quality-Cold-Storage-Panels-Warehouse_1601162099723.html,2025-02-11 22:50:45,N/A,N/A,N/A,N/A,N/A,"Online technical support, Onsite Installation, Onsite Training, Onsite Inspection, Free spare parts, Return and Replacement, Other",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,metal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ISO9001 CE,N/A,N/A,N/A,N/A,N/A,1 Year,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,N/A,N/A,50/75/100/120/150/200mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.500 kg,N/A,50X50X12 cm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"graphic design, 3D model design, total solution for projects, Cross Categories Consolidation, NONE, Others",N/A,N/A,Sliding,N/A,N/A,Polyurethane Insulation Panels,Cam Lock,N/A,N/A,N/A,Commercial,N/A,N/A,PU Cold Room Storage Insulation Sandwich Board Panel Panels,Traditional,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.426/0.5/0.6/0.8mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Customized,N/A,"Jiangsu, China",N/A,N/A,Customized Size,N/A,N/A,N/A,Hinged/Swing/Sliding Door,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Flower-Storage-Insulated-MetalPIR-Wall-Pu_1600888824066.html?s=p,2025-02-11 22:50:59,N/A,N/A,N/A,N/A,N/A,"Online technical support, Onsite Installation, Onsite Training, Onsite Inspection, Free spare parts",N/A,N/A,N/A,N/A,50/75/100/120/150/200mm,N/A,N/A,N/A,N/A,N/A,Customer's Require,N/A,N/A,N/A,N/A,Shunwei,metal,N/A,N/A,N/A,N/A,N/A,Stainless steel or Color steel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,960mm or Customized,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lifetime,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PU Polyurethane,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Customized,N/A,N/A,N/A,N/A,kg,Wanhua,XX cm,N/A,N/A,N/A,Fire Resistant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"graphic design, 3D model design, total solution for projects, Cross Categories Consolidation",N/A,N/A,N/A,N/A,N/A,"steel, Rock wool, PIR",N/A,N/A,B1 /B2 Grade OPTIONAL,N/A,Cold Room,N/A,N/A,N/A,Industrial,N/A,N/A,N/A,N/A,N/A,N/A,40-45kg/m3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cam Lock Cold Room Panel,N/A,"Hainan, China",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZENGTUO specializes in customization sandwich puff panel panel sandwich roofing boards Excellent fire insulation effect,https://www.alibaba.com/product-detail/ZENGTUO-specializes-in-customization-sandwich-puff_1600995911927.html,2025-02-11 22:51:12,N/A,N/A,N/A,N/A,N/A,"Online technical support, Onsite Installation, Onsite Training, Onsite Inspection",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ZENGTUO,metal,N/A,N/A,N/A,N/A,500 Square Meter,Galvanized Steel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,950mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 Year,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PU Polyurethane,N/A,N/A,Seamless and seam connection,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,N/A,N/A,N/A,0.4-0.8mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.000 kg,N/A,20X20X5 cm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PPGI + Polyurethane +PPGI,N/A,N/A,N/A,N/A,"graphic design, 3D model design, total solution for projects",N/A,N/A,N/A,N/A,N/A,polyrethane,N/A,N/A,B1 Grade,N/A,Exterior Wall,N/A,N/A,N/A,Contemporary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Henan, China",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aquatic Products and Seafood insulated freezer panels customization pur pu sandwich panels for cold room,https://www.alibaba.com/product-detail/Aquatic-Products-And-Seafood-Insulated-Freezer_1600976727680.html?s=p,2025-02-11 22:51:29,N/A,N/A,N/A,N/A,N/A,"Online technical support, Onsite Installation, Onsite Training, Onsite Inspection, Free spare parts",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RAL Color,N/A,N/A,N/A,N/A,Shunwei,metal,N/A,Heat Insulaton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,≥150or200,N/A,N/A,950mm/1000mm/1150mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lifetime,N/A,N/A,N/A,40/50/75/100/120/150/200mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,N/A,N/A,N/A,0.3-0.8mm,N/A,N/A,N/A,N/A,0-19m,N/A,N/A,N/A,N/A,1.000 kg,N/A,40X25X25 cm,N/A,N/A,N/A,Fire Resistant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"graphic design, 3D model design, total solution for projects, Cross Categories Consolidation",N/A,N/A,N/A,N/A,N/A,Color Steel/stainless steel,N/A,N/A,B1 level,N/A,Cold storage,N/A,N/A,N/A,Industrial,N/A,N/A,N/A,N/A,N/A,N/A,40-45kg/m3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Polyurethane,N/A,"Henan, China",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Customizable Modern Sandwich Puff Panel Excellent Fire Insulation Effect Steel Roofing Prefab Houses Walls Exteriors EPS PU,https://www.alibaba.com/product-detail/Customizable-Modern-Sandwich-Puff-Panel-Excellent_11000021329907.html,2025-02-11 22:51:43,N/A,N/A,N/A,N/A,N/A,"Online technical support, Onsite Installation, Onsite Training, Onsite Inspection",Sandwich Panel Movable Wall,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Customized Color,N/A,N/A,N/A,N/A,BEIKE,metal,N/A,Fireproof,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 Year,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hard Polyurethane Foam,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2000mm,N/A,N/A,PU Sandwich Panel,N/A,1.000 kg,N/A,1X1X1 cm,N/A,N/A,N/A,"water resistant, Fire Resistant",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"graphic design, Cross Categories Consolidation",N/A,N/A,N/A,N/A,N/A,Metal+pu Foam+Aluminum Foil,N/A,N/A,N/A,N/A,Warehouse,N/A,N/A,N/A,Modern,N/A,N/A,Sustainable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CUSTOM,Wall Panel Board,"Shandong, China",N/A,N/A,N/A,Customized Sizes Support,N/A,Construction Insulation,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/High-Quality-PU-PIR-Fireproof-Steel_1601244351080.html?s=p,2025-02-11 22:51:56,N/A,N/A,Polyurethane or rock wool,N/A,N/A,N/A,N/A,N/A,N/A,Copeland,N/A,N/A,N/A,N/A,N/A,Container,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,220 /380 /400V,N/A,N/A,Sliding / Swing / Hinged Door,N/A,N/A,N/A,N/A,N/A,"Shanghai, China",N/A,N/A,one year,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Overseas service center available,N/A,N/A,Color steel or stainless steel,N/A,Single item,43,10W,N/A,Provided,N/A,N/A,N/A,N/A,N/A,Provided,N/A,N/A,N/A,Cold room pu sandwich panel,N/A,43.100 kg,N/A,590X122X10 cm,N/A,N/A,N/A,Insulation,N/A,N/A,N/A,N/A,1 Year,N/A,N/A,N/A,2.4*2.4*2.4 m / customized,Competitive Price,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BP-046,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.426/0.5/0.6/0.8mm,N/A,"Pressure vessel, motor, Bearing, Gear, Gearbox, PLC, Pump, Engine, Other",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cold room / cold storage,N/A,100/150/200 mm,BEIS
Water resistant (polyurethane[)/pu sandwich panels wall metal panel fire rate insulation puff paneling,https://www.alibaba.com/product-detail/Water-resistant-polyurethane-pu-sandwich-panels_1600478870138.html,2025-02-11 22:52:08,950MM,N/A,N/A,N/A,N/A,"Online technical support, Onsite Installation, Onsite Training, Onsite Inspection, Free spare parts, Return and Replacement, other",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20-200mm,N/A,HHT,metal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40-275g/m2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1 Year,"PPGI, PPGL, Stainless",N/A,N/A,N/A,N/A,N/A,N/A,Hard Polyurethane Foam,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.3mm-1mm,N/A,RAL Color,Single item,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Customized,N/A,N/A,Polyurethane sandwich panel,N/A,kg,N/A,XX cm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"graphic design, 3D model design, total solution for projects, Others",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,School,N/A,N/A,N/A,Modern,N/A,N/A,N/A,N/A,N/A,N/A,40-42kg/m3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HHTP0004,N/A,China,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puff Panel Polyurethane Foam PUR PIR PUFF Cold Room Storage Warehouse Insulation Sandwich Panels Eps Sandwich Panel insulated,https://www.alibaba.com/product-detail/Puff-Panel-Polyurethane-Foam-PUR-PIR_1600948284737.html,2025-02-11 22:53:23,N/A,N/A,N/A,N/A,N/A,"Online technical support, Onsite Installation, Onsite Training, Onsite Inspection, Free spare parts, Return and Replacement",N/A,N/A,N/A,N/A,50-200mm,N/A,N/A,N/A,N/A,N/A,RAL Color,N/A,N/A,N/A,N/A,Sunscape,metal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000/1135mm,N/A,N/A,N/A,N/A,FM  ISO9001 ISO14001,N/A,N/A,N/A,0.4-0.8mm,N/A,More than 5 years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hard Polyurethane Foam,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2-12m,N/A,N/A,Sandwich Panel,N/A,2.000 kg,N/A,20X15X10 cm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"graphic design, 3D model design, total solution for projects",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Warehouse,N/A,N/A,N/A,Modern,N/A,N/A,N/A,N/A,N/A,N/A,38-40kg/m3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RPIC-501,N/A,"Shandong, China",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cold Room Sandwich Panel Walk in Cooler Panels Cold Storage Insulation Pa nels Sandwich Wall Panel rmally Insulated Fire-proof,https://www.alibaba.com/product-detail/Cold-Room-Sandwich-Panel-Walk-In_1601248237577.html?s=p,2025-02-11 22:53:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Easy-Install-Polyurethane-Puff-Sendwich-Panel_11000019963401.html,2025-02-11 22:53:50,N/A,Prepainted,N/A,N/A,N/A,"Online technical support, Onsite Installation, Onsite Training, Onsite Inspection, Free spare parts, Other",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50mm 75mm 100mm 120 150mm 200mm,N/A,N/A,N/A,TianShun,metal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.022W/mK-0.026W/mK(25℃),1 Year,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,N/A,N/A,-185℃~+110℃,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PU Sandwich Panel,N/A,70.000 kg,N/A,70X70X70 cm,0.4mm~0.8mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"graphic design, 3D model design, total solution for projects, Cross Categories Consolidation",1120 mm   1000mm   1150mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Warehouse,less 3%,B1,N/A,Modern,N/A,N/A,N/A,N/A,N/A,N/A,38-45kg per cubic meter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TSpanel-0516,N/A,"Henan, China",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Aluminum-Composite-Panel-Acp-Sheet-Pe_1600090287859.html?s=p,2025-02-11 22:54:13,N/A,N/A,N/A,400000 Square Meter/Square Meters per   Month,N/A,Online technical support,N/A,N/A,N/A,N/A,N/A,SHANGHAI/NINGBO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reliabond or OEM,N/A,N/A,N/A,"Anti-static, Antibacterial, Fireproof, Mould-Proof",N/A,500 Square Meter per color,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1220mm/1250mm/1500mm/1570mm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,More than 5 years,N/A,N/A,"0.03mm to 0.5mm,regular is 0.12mm,0.15mm,0.21mm,0.3mm,0.5mm",N/A,N/A,CE/SGS/ISO9001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Max 6000mm,N/A,N/A,"Aluminnum Composite Panel,ACM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PVDF:15-20   PE:5-10 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Anodized, Brushed, Foil Decoration, Mirror, PE Coated, Printing, PVDF Coated, Other",N/A,"3D model design, total solution for projects, Others",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"architecture,wall facade cladding,digital printing,advertising",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"in bulk, wooden pallet",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4x8ft(1220x2440mm),outdoor,"Zhejiang, China",N/A,"PE,PVDF,FEVE",N/A,"1220x2440mm,4x8feet",N/A,N/A,N/A,"2mm,3mm,4mm,5mm,6mm",N/A
hot selling high quality Roof Sheet Sandwich Puff Panel for Industrial Use,https://www.alibaba.com/product-detail/hot-selling-high-quality-Roof-Sheet_1601213351974.html,2025-02-11 22:54:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cement fiber board cement panel concrete wall panels precast concrete board cement sheet wall panel,https://www.alibaba.com/product-detail/Cement-Fiber-Board-Cement-panel-Concrete_1600957324645.html?s=p,2025-02-11 22:54:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
